ball,primary_signal,alternate_functions,power_ground_domain_class,voltage_domain,cpb0_usage,destination_net,source_document,source_page_table,confidence,unresolved,unresolved_reason
V14,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
V16,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
V18,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
V20,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V22,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V24,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V26,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V28,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V30,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V32,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V34,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V36,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V38,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V40,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V42,VDD_ARM_SENSE,,POWER,POWER,POWER,VDD_ARM_SENSE,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V44,GPIO_IO29,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO29,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
V46,GPIO_IO30,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO30,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
V48,GPIO_IO31,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO31,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
V50,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
V52,GPIO_IO32,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO32,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
W1,DRAM_CA1_A,,DDR,VDDQ_DDR,LPDDR5,DRAM_CA1_A,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W3,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W5,DRAM_LP4CKE_LP5CS0_B,,DDR,VDD2H_DDR,LPDDR5,DRAM_LP4CKE_LP5CS0_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W7,DRAM_ATO,,DDR,VDD2H_DDR,LPDDR5,DRAM_ATO,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W9,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W11,DRAM_ZN,,DDR,VDDQ_DDR,LPDDR5,DRAM_ZN,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W13,VDD2H_DDR,,POWER,POWER,POWER,VDD2H_DDR,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W15,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W17,VDD_DDR_0P8,,POWER,POWER,POWER,VDD_DDR_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W19,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W21,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W23,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
W25,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
W27,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
W29,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W31,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W33,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W35,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W37,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W39,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W41,VSS_ARM_SENSE,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W43,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W45,GPIO_IO33,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO33,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
W47,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
W49,GPIO_IO34,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO34,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
W51,GPIO_IO35,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO35,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
Y2,DRAM_CA0_A,,DDR,VDDQ_DDR,LPDDR5,DRAM_CA0_A,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y4,DRAM_LP4CKE_LP5CS0_A,,DDR,VDD2H_DDR,LPDDR5,DRAM_LP4CKE_LP5CS0_A,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y6,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y8,DRAM_CK_T_A,,DDR,VDDQ_DDR,LPDDR5,DRAM_CK_T_A,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y10,DRAM_CK_C_A,,DDR,VDDQ_DDR,LPDDR5,DRAM_CK_C_A,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y12,VDDQ_DDR,,POWER,POWER,POWER,VDDQ_DDR,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y14,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y16,VDD_DDR_0P8,,POWER,POWER,POWER,VDD_DDR_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y18,VDD_DDR_0P8,,POWER,POWER,POWER,VDD_DDR_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y20,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y22,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y24,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
Y26,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
Y28,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
Y30,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y32,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y34,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y36,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y38,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y40,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y42,VDD_ANAVDET_1P8,,POWER,POWER,POWER,VDD_ANAVDET_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y44,AUD_P_UTIL,SEE_IMX95_PINMUX_SHEET,IO,VDD_EARC_1P8,GPIO_PERIPH_CANDIDATE,AUD_P_UTIL,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
Y46,AUD_N_HPD,SEE_IMX95_PINMUX_SHEET,IO,VDD_EARC_1P8,GPIO_PERIPH_CANDIDATE,AUD_N_HPD,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
Y48,GPIO_IO36,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO36,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
Y50,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
Y52,GPIO_IO37,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO37,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
